City,Temperature,Humidity,Pressure,Wind_Speed,Cloud_Cover,Weather,Rainfall,Year,Month,Day,Hour,DayOfWeek,Season
12,27.4,28,987.1,43.2,0,0,0.0,2004,11,9,15,5,1
11,30.8,42,898.4,29.52,100,1,0.0,1997,5,17,13,2,2
5,28.5,50,945.5,7.92,60,1,0.0,2022,12,15,15,4,3
24,24.9,87,1011.0,11.16,97,1,0.0,1999,9,5,8,3,1
45,28.5,47,983.8,33.48,29,0,0.0,2010,2,19,21,0,3
40,28.1,69,953.8,33.84,90,1,0.0,2022,9,30,17,0,1
7,27.8,54,912.7,15.12,59,0,0.0,2015,9,23,12,6,1
23,37.2,41,988.3,18.36,18,0,0.0,2014,5,29,17,4,2
1,35.3,12,1003.1,44.28,0,0,0.0,2022,3,12,17,2,2
12,20.3,31,989.7,19.8,19,0,0.0,2001,2,5,12,1,3
13,25.5,72,928.0,81.36,99,2,0.3,2025,9,7,15,3,1
36,29.4,47,953.1,30.24,2,0,0.0,2015,10,22,9,4,1
32,35.3,42,968.9,40.32,85,1,0.0,2021,5,16,16,3,2
40,29.1,68,954.3,14.76,41,2,0.1,2020,6,25,10,4,0
1,17.5,69,1010.1,23.04,0,0,0.0,2018,2,1,8,4,3
42,25.5,88,1007.1,13.32,79,1,0.0,2004,4,10,5,2,2
16,26.5,73,947.5,39.24,100,2,0.1,2017,6,24,21,2,0
17,19.7,89,895.5,53.28,100,2,2.3,1996,7,21,15,3,0
9,30.5,61,1000.3,77.4,0,0,0.0,2016,6,16,23,4,0
33,22.9,90,940.7,46.08,61,1,0.0,2000,5,17,3,6,2
22,20.3,71,978.7,32.4,0,0,0.0,2013,11,20,20,6,1
32,29.0,26,973.1,30.24,0,0,0.0,2011,3,22,21,5,2
42,28.6,81,1010.7,22.68,24,0,0.0,2007,4,20,10,0,2
36,24.9,50,949.9,23.76,0,0,0.0,2019,11,24,17,3,1
37,25.1,52,998.4,18.0,41,0,0.0,2011,11,11,0,0,1
18,16.9,36,973.5,20.88,100,1,0.0,2021,12,31,12,0,3
15,22.1,93,940.2,32.04,100,1,0.0,2015,10,10,2,2,1
38,29.3,79,1001.9,19.44,16,0,0.0,2015,10,23,18,0,1
13,22.9,85,927.9,34.56,36,0,0.0,2000,4,7,3,0,2
27,16.8,83,986.5,27.0,0,0,0.0,2024,1,14,19,3,3
21,18.7,42,961.1,43.2,88,1,0.0,1999,1,24,1,3,3
0,35.0,17,981.3,33.48,0,0,0.0,1997,2,27,14,4,3
14,37.4,31,979.6,25.56,1,0,0.0,2016,5,27,19,0,2
8,39.8,17,1002.9,53.64,0,0,0.0,2018,5,6,17,3,2
42,24.5,96,1009.5,18.72,97,2,0.1,2018,11,2,22,0,1
18,27.6,74,953.8,74.16,70,1,0.0,2018,8,26,9,3,0
4,25.4,87,993.3,26.64,96,1,0.0,2005,7,31,5,3,0
0,25.1,87,976.9,19.44,73,1,0.0,2001,9,17,2,1,1
16,30.0,54,949.8,56.16,100,1,0.0,2015,9,1,16,5,1
44,28.5,46,942.9,56.52,0,0,0.0,2018,5,17,6,4,2
38,26.0,91,993.5,78.84,100,2,1.3,2017,7,20,17,4,0
14,39.3,14,982.6,57.96,2,0,0.0,2004,4,9,13,0,2
42,24.8,87,1011.1,31.68,24,0,0.0,2000,10,29,7,3,1
18,25.7,93,950.4,22.68,99,1,0.0,2007,8,5,23,3,0
45,24.7,50,985.1,23.76,0,0,0.0,2018,11,24,18,2,1
10,26.1,26,988.8,21.6,0,0,0.0,2018,12,8,13,2,3
15,23.1,90,939.3,51.84,99,1,0.0,2015,6,12,0,0,0
39,24.6,74,941.6,92.52,99,2,0.4,2001,7,4,14,6,0
40,24.2,51,959.6,45.72,41,0,0.0,2011,12,11,0,3,3
7,21.8,66,914.2,71.28,97,1,0.0,2005,11,21,10,1,1
1,28.3,28,1005.3,27.0,9,0,0.0,1996,3,1,21,0,2
7,19.9,92,911.3,27.36,100,1,0.0,2022,9,19,0,1,1
21,27.6,64,959.3,65.16,78,2,0.2,2001,8,26,11,3,0
35,36.2,25,965.2,15.48,0,0,0.0,2025,3,28,12,0,2
38,30.6,68,1001.4,45.0,100,1,0.0,2017,5,15,11,1,2
32,31.3,56,972.3,5.4,17,0,0.0,2008,9,30,14,5,1
36,22.9,69,946.8,25.92,6,0,0.0,2018,5,5,2,2,2
38,26.4,86,1004.1,23.4,92,2,0.2,2015,11,24,22,5,1
14,24.0,36,982.2,33.48,0,0,0.0,2000,4,18,3,5,2
34,24.4,63,979.5,22.32,33,2,0.4,1997,5,8,3,4,2
12,31.6,23,985.3,27.36,0,0,0.0,2008,3,5,13,6,2
5,22.5,45,945.8,27.72,0,0,0.0,2011,12,11,19,3,3
43,25.2,94,1007.9,13.68,29,0,0.0,2023,4,13,4,4,2
3,26.1,78,966.4,28.44,78,1,0.0,2014,8,11,22,1,0
35,23.5,42,968.1,29.88,1,0,0.0,2021,2,17,23,6,3
16,28.7,58,950.2,67.68,100,1,0.0,2012,8,14,14,5,0
23,33.5,48,986.6,34.56,100,1,0.0,2006,6,4,17,3,0
17,18.9,90,900.8,36.72,95,1,0.0,2023,12,27,22,6,3
30,30.3,71,1009.3,34.92,21,0,0.0,2012,9,29,11,2,1
28,25.5,87,1009.6,19.44,60,2,0.3,2022,9,14,18,6,1
15,35.1,32,940.7,15.12,52,0,0.0,2014,4,16,14,6,2
20,30.2,60,996.1,69.12,97,1,0.0,1999,9,2,14,4,1
29,26.5,73,1008.0,40.68,100,1,0.0,2021,11,28,23,3,1
26,25.5,88,1007.9,5.76,63,2,0.4,1997,4,5,1,2,2
0,30.8,25,978.8,21.24,0,0,0.0,2019,2,18,16,1,3
20,22.7,97,997.8,18.36,78,1,0.0,2020,10,2,3,0,1
15,26.6,40,945.5,12.96,18,0,0.0,2020,3,7,10,2,2
4,27.7,86,994.2,38.88,100,2,0.5,2018,6,25,21,1,0
45,25.3,56,988.2,11.16,93,1,0.0,2002,12,10,9,5,3
36,17.9,99,948.0,23.4,100,1,0.0,1997,12,9,7,5,3
7,25.8,42,913.6,32.76,40,0,0.0,2008,10,28,12,5,1
29,25.4,87,1010.1,17.28,100,2,0.5,2006,7,23,21,3,0
33,23.1,60,947.5,23.76,8,0,0.0,2000,11,5,21,3,1
5,14.4,52,948.0,39.6,0,0,0.0,2005,12,25,6,3,3
45,39.8,24,975.5,50.4,15,0,0.0,2013,5,12,12,3,2
0,24.4,92,976.7,25.92,60,1,0.0,2021,8,24,5,5,0
46,26.2,72,925.8,23.4,79,2,1.6,2017,3,14,16,5,2
7,18.8,93,909.6,40.68,50,0,0.0,2005,9,22,3,4,1
30,24.7,94,1007.6,21.24,100,2,0.1,1997,9,5,3,0,1
15,26.5,75,938.5,53.28,98,1,0.0,1998,7,25,11,2,0
0,23.6,76,985.0,13.32,21,0,0.0,2015,3,10,2,5,2
28,30.5,49,1013.9,27.36,21,0,0.0,2019,1,28,10,1,3
31,20.9,90,924.8,44.28,100,1,0.0,2004,7,29,5,4,0
26,32.0,45,1009.9,70.56,0,0,0.0,2023,3,3,14,0,2
28,21.3,93,1007.9,5.4,100,1,0.0,2025,1,2,4,4,3
43,30.1,70,1007.1,37.8,68,2,0.4,2024,11,3,13,3,1
31,22.8,80,926.3,42.48,98,1,0.0,2008,3,23,19,3,2
23,19.4,95,1001.4,25.2,97,1,0.0,2014,1,15,7,6,3
17,20.0,95,895.0,15.12,97,2,0.8,2001,11,7,15,6,1
30,27.5,86,1000.6,45.72,66,2,0.5,2010,7,16,15,0,0
32,32.5,50,968.3,33.48,100,1,0.0,2016,6,8,1,6,0
7,26.4,62,911.1,11.16,65,2,0.1,2011,5,17,18,5,2
23,28.2,75,993.7,29.88,27,0,0.0,2013,9,12,9,4,1
28,25.9,89,1010.6,16.92,25,0,0.0,2024,1,14,20,3,3
25,28.0,61,946.5,54.36,6,0,0.0,2017,4,19,19,6,2
19,19.0,48,991.2,45.0,0,0,0.0,2006,12,27,18,6,3
25,22.8,93,942.6,77.76,100,2,0.2,2015,7,19,4,3,0
3,29.2,77,968.0,32.04,100,2,0.1,2024,9,24,10,5,1
33,23.5,48,943.9,30.96,0,0,0.0,2022,4,25,6,1,2
4,25.9,54,1011.7,25.2,11,0,0.0,1998,1,4,19,3,3
40,21.8,47,964.0,43.2,3,0,0.0,1998,12,16,9,6,3
36,21.8,93,943.5,53.28,100,2,0.5,2008,9,16,5,5,1
22,29.5,56,973.1,65.16,100,1,0.0,2025,6,17,23,5,0
4,24.2,44,1010.0,27.36,20,0,0.0,2020,11,2,22,1,1
15,27.7,40,942.0,16.56,12,0,0.0,2002,1,7,17,1,3
35,26.9,87,957.7,7.92,100,1,0.0,2022,8,4,18,4,0
17,29.4,27,898.8,21.24,34,0,0.0,1997,3,15,15,2,2
16,20.1,79,955.3,29.88,2,0,0.0,2007,2,18,2,3,3
3,29.2,67,966.9,34.2,43,0,0.0,2007,7,22,10,3,0
37,16.3,98,998.7,29.52,90,1,0.0,2016,1,13,3,6,3
24,24.6,92,1010.4,10.8,100,2,0.3,1998,9,14,23,1,1
22,33.8,30,971.7,26.64,4,0,0.0,2011,5,7,20,2,2
3,28.5,57,973.3,26.28,13,0,0.0,1997,10,4,17,2,1
33,21.5,45,951.1,16.92,6,0,0.0,2003,12,20,19,2,3
6,23.8,37,990.0,112.68,79,1,0.0,1998,2,16,12,1,3
34,32.7,61,973.0,45.36,84,1,0.0,2011,6,30,13,4,0
42,26.5,88,1007.5,37.44,61,1,0.0,1996,4,25,23,4,2
43,26.1,95,1007.5,19.8,100,2,1.7,2019,5,25,23,2,2
24,32.0,61,1010.8,56.16,53,0,0.0,2025,3,6,12,4,2
31,19.3,96,926.8,5.76,98,1,0.0,2007,11,8,4,4,1
19,14.5,69,994.1,57.24,0,0,0.0,1996,2,11,23,3,3
2,26.0,77,944.5,41.4,4,0,0.0,2025,7,25,1,0,0
19,12.7,86,986.5,23.76,0,0,0.0,2013,12,8,4,3,3
29,26.8,81,1006.0,63.36,34,0,0.0,2005,8,26,18,0,0
42,24.2,94,1006.6,12.96,95,1,0.0,2017,11,13,1,1,1
1,30.3,62,1004.8,48.6,69,1,0.0,2020,10,5,10,1,1
32,22.3,46,980.8,19.44,0,0,0.0,2007,11,28,9,6,1
23,29.1,74,987.4,20.52,100,1,0.0,1998,8,12,18,6,0
3,27.7,17,966.8,38.52,0,0,0.0,2025,4,24,5,4,2
0,21.0,75,986.2,23.04,1,0,0.0,2016,12,4,23,3,3
29,26.5,85,1008.0,10.08,97,1,0.0,2009,4,28,21,5,2
35,24.1,82,961.4,35.28,99,1,0.0,2013,8,8,3,4,0
30,25.0,87,1007.3,38.88,51,0,0.0,2012,4,24,5,5,2
24,28.8,68,1007.9,29.52,4,0,0.0,2004,2,29,18,3,3
36,25.9,81,947.9,53.28,58,0,0.0,1998,10,9,9,0,1
45,39.1,22,972.0,32.4,23,0,0.0,1998,6,3,19,6,0
30,26.2,58,1013.7,26.28,68,1,0.0,2020,12,27,9,3,3
2,25.7,18,958.4,31.68,0,0,0.0,2007,3,8,10,4,2
44,11.7,64,952.4,30.24,0,0,0.0,2013,12,28,23,2,3
29,27.9,78,1008.1,10.44,24,0,0.0,2011,10,14,10,0,1
3,30.7,35,971.7,10.44,24,0,0.0,2023,11,23,14,4,1
39,35.3,29,946.5,20.52,13,0,0.0,2013,4,14,13,3,2
7,25.5,39,912.0,30.24,80,1,0.0,1999,12,10,15,0,3
33,13.0,53,949.7,14.4,70,1,0.0,2019,1,2,2,6,3
19,30.1,76,975.4,52.2,100,1,0.0,2017,7,28,16,0,0
5,29.3,42,947.7,29.16,21,0,0.0,1997,11,9,12,3,1
31,22.9,86,926.9,48.96,97,1,0.0,2021,9,25,20,2,1
15,25.1,84,938.9,65.52,98,2,2.0,2019,6,20,12,4,0
21,20.6,79,964.8,47.88,26,0,0.0,2003,12,29,2,1,3
37,36.3,13,995.7,32.76,0,0,0.0,2014,4,8,14,5,2
7,29.7,37,916.3,24.12,11,0,0.0,1998,3,28,10,2,2
6,26.7,36,992.1,82.44,0,0,0.0,2019,11,8,11,0,1
40,40.2,14,957.9,39.24,22,0,0.0,2025,5,1,11,4,2
3,27.9,73,966.8,70.56,100,1,0.0,2019,7,11,10,4,0
14,31.1,24,991.0,11.16,1,0,0.0,2025,3,22,17,2,2
23,35.1,49,990.6,9.36,100,1,0.0,2024,6,7,12,0,0
39,27.4,50,950.6,48.6,98,1,0.0,2025,11,26,10,6,1
32,17.6,72,975.9,25.92,19,0,0.0,2007,12,26,2,6,3
12,29.2,81,973.5,19.44,55,0,0.0,2003,6,24,0,5,0
25,26.6,72,944.9,91.8,97,1,0.0,2011,6,29,12,6,0
17,20.5,94,897.2,19.8,100,1,0.0,1998,7,20,9,1,0
35,28.6,68,958.2,36.0,85,1,0.0,2010,6,11,2,0,0
0,24.8,88,975.0,39.24,99,1,0.0,2002,9,4,21,6,1
5,25.2,74,942.2,28.8,100,1,0.0,2015,8,27,22,4,0
1,32.2,20,1009.7,14.04,41,0,0.0,2001,11,21,12,6,1
27,5.4,90,984.1,16.92,0,0,0.0,2011,1,11,7,5,3
29,24.7,91,1009.0,22.32,11,0,0.0,2004,2,25,3,6,3
16,26.3,70,951.9,84.24,73,1,0.0,2004,6,28,8,1,0
33,24.3,90,937.9,31.32,100,2,0.3,2021,9,7,17,5,1
41,22.8,82,1007.8,28.8,0,0,0.0,2023,3,27,4,1,2
9,32.5,43,1006.7,31.68,0,0,0.0,2017,10,21,11,2,1
19,20.3,39,986.7,39.24,0,0,0.0,2014,3,18,5,5,2
2,15.8,34,959.7,32.4,0,0,0.0,2004,12,27,18,1,3
26,24.2,72,1008.2,30.96,18,0,0.0,2006,1,7,6,2,3
20,21.3,61,1002.2,24.12,0,0,0.0,2004,3,10,8,6,2
13,35.7,34,929.2,28.08,55,0,0.0,2024,5,15,14,6,2
22,27.9,48,978.1,28.44,8,0,0.0,2021,3,20,22,2,2
15,19.0,55,942.5,29.52,0,0,0.0,2011,12,17,0,2,3
41,28.4,86,1000.4,24.84,42,0,0.0,2016,5,17,4,5,2
37,33.9,17,995.4,53.28,0,0,0.0,2006,3,25,14,2,2
43,26.7,86,1009.0,27.0,54,2,0.2,2016,7,12,9,5,0
40,26.2,61,962.8,39.6,26,0,0.0,2022,12,26,22,1,3
0,25.4,91,981.4,17.28,8,0,0.0,2015,10,5,7,1,1
22,24.5,83,971.1,50.4,97,1,0.0,2000,8,12,0,2,0
32,17.8,46,976.8,23.76,0,0,0.0,2023,2,22,6,6,3
24,27.0,78,1012.2,27.0,8,0,0.0,2020,1,28,8,5,3
20,30.8,23,1001.3,38.52,0,0,0.0,2016,3,27,20,3,2
3,29.6,66,970.4,36.72,86,1,0.0,2006,9,3,12,3,1
19,25.7,30,991.6,63.36,0,0,0.0,2024,2,27,12,5,3
8,20.0,68,1011.0,27.36,7,0,0.0,2003,11,30,4,3,1
18,38.8,9,957.9,35.64,66,1,0.0,2022,4,12,13,5,2
19,21.3,26,988.2,37.44,0,0,0.0,2011,1,1,15,2,3
8,30.7,63,1001.1,72.72,5,0,0.0,2015,6,3,19,6,0
17,18.2,97,894.8,9.72,100,1,0.0,2012,5,22,4,5,2
25,21.6,98,946.9,27.36,98,1,0.0,2019,8,20,2,5,0
27,38.4,10,981.9,27.36,0,0,0.0,2025,4,4,13,0,2
32,19.5,83,981.2,36.0,8,0,0.0,2003,2,3,7,1,3
28,25.8,94,1008.2,11.16,25,0,0.0,2011,5,16,6,1,2
27,30.8,68,969.2,45.72,79,1,0.0,2002,8,7,16,6,0
36,23.5,92,943.8,46.08,90,2,0.2,2009,6,26,6,0,0
14,28.9,81,983.0,35.28,83,1,0.0,2011,9,1,9,4,1
17,18.3,95,897.2,18.72,100,1,0.0,2011,7,21,21,4,0
15,21.4,28,943.4,38.16,0,0,0.0,2006,2,6,23,1,3
45,29.1,44,980.7,28.44,0,0,0.0,2024,12,22,14,3,3
20,25.0,95,999.1,26.64,96,2,0.7,2021,8,22,9,3,0
0,23.5,96,975.7,15.12,23,0,0.0,2017,10,11,5,6,1
32,24.8,47,977.1,26.64,0,0,0.0,2023,12,10,16,3,3
17,18.7,100,896.3,41.4,100,1,0.0,2025,9,18,5,4,1
17,23.0,77,897.3,14.4,85,2,4.2,2012,5,11,13,0,2
23,25.2,90,992.7,16.56,100,1,0.0,2001,10,14,23,3,1
4,31.0,61,1002.1,43.56,39,2,0.1,2007,5,21,9,1,2
37,25.4,16,997.3,39.6,0,0,0.0,2003,3,7,20,0,2
7,19.0,75,912.2,28.44,20,0,0.0,2000,10,28,21,2,1
42,25.2,92,1006.9,42.48,59,0,0.0,2014,9,25,2,4,1
6,25.2,52,985.5,37.44,0,0,0.0,1998,4,3,7,0,2
40,23.7,47,954.6,64.8,0,0,0.0,2017,3,8,3,6,2
17,19.3,79,899.0,19.44,100,1,0.0,2007,12,9,22,3,3
10,21.7,47,988.0,39.96,7,0,0.0,2012,3,29,3,4,2
44,19.8,48,945.1,25.92,95,1,0.0,2013,3,31,5,3,2
25,22.4,91,948.1,39.96,100,2,1.3,2020,9,13,9,3,1
35,23.9,41,975.1,36.72,0,0,0.0,2004,12,4,9,2,3
46,20.5,99,924.1,30.96,100,1,0.0,2015,8,9,6,3,0
38,19.6,80,1003.1,17.28,0,0,0.0,1997,12,10,4,6,3
11,19.6,78,904.1,57.24,98,1,0.0,2026,1,12,19,1,3
15,15.1,73,943.4,25.2,0,0,0.0,2021,12,20,2,1,3
40,21.0,62,959.2,37.8,67,1,0.0,2017,10,31,1,5,1
36,20.7,72,949.7,32.04,56,0,0.0,2010,10,31,22,3,1
1,20.9,26,1005.7,34.56,0,0,0.0,2000,3,8,22,6,2
23,40.7,15,987.7,23.4,7,0,0.0,2021,3,30,15,5,2
0,28.6,37,982.4,34.92,1,0,0.0,2003,11,11,16,5,1
42,28.2,60,1010.0,35.28,91,1,0.0,1999,12,9,13,4,3
39,21.7,95,943.0,57.96,100,1,0.0,1997,7,9,3,6,0
1,20.0,46,1008.7,34.92,0,0,0.0,2021,10,31,2,3,1
34,26.0,48,985.6,27.0,0,0,0.0,2006,10,12,0,4,1
19,35.1,33,978.3,31.32,55,0,0.0,2020,6,4,12,4,0
41,24.7,71,1010.8,36.72,8,0,0.0,2010,10,31,3,3,1
33,29.0,20,948.0,6.84,0,0,0.0,2021,2,9,15,5,3
3,21.2,49,972.8,23.76,100,1,0.0,2012,10,31,22,6,1
20,26.2,90,997.1,34.56,96,1,0.0,2010,8,22,22,3,0
31,28.6,42,928.0,54.72,1,0,0.0,2006,1,10,15,5,3
7,26.5,61,909.0,34.92,28,0,0.0,2019,5,27,23,1,2
28,26.0,92,1009.7,32.76,54,2,0.1,2019,7,12,19,0,0
30,19.6,95,1014.5,26.28,0,0,0.0,1998,1,26,0,1,3
22,24.2,92,970.2,59.76,100,2,1.1,2022,9,11,2,3,1
16,35.5,35,945.3,60.84,100,1,0.0,2024,5,25,13,2,2
14,37.7,17,977.4,34.56,0,0,0.0,2013,5,4,18,2,2
42,23.6,93,1009.9,16.2,84,1,0.0,2018,10,24,6,6,1
2,30.9,50,945.6,46.08,98,1,0.0,2018,7,8,22,3,0
4,35.0,28,1005.3,12.24,23,0,0.0,2014,10,23,15,4,1
17,24.9,69,898.4,19.8,35,0,0.0,2000,5,16,13,5,2
27,28.2,81,967.7,48.24,100,2,0.2,1997,7,30,14,6,0
19,37.0,21,983.7,28.8,46,0,0.0,2021,5,2,12,3,2
11,19.4,95,895.5,64.44,100,2,0.9,2013,8,1,23,4,0
17,18.8,98,898.0,12.96,100,2,0.3,2021,10,21,3,4,1
13,13.4,74,929.7,29.88,0,0,0.0,2005,11,15,3,5,1
25,24.0,88,944.7,43.2,29,0,0.0,2011,4,29,1,0,2
19,11.3,76,994.1,43.56,25,0,0.0,1996,1,4,8,4,3
7,20.9,88,909.3,54.0,55,0,0.0,2011,6,10,0,0,0
40,29.2,65,952.2,34.92,72,1,0.0,2011,8,23,16,5,0
16,28.4,67,948.7,23.4,100,2,0.2,2022,6,16,17,4,0
38,24.2,95,1003.4,15.48,100,2,0.1,2006,8,26,23,2,0
36,24.2,33,953.4,20.16,0,0,0.0,2013,12,15,10,3,3
9,23.2,66,1011.6,34.2,0,0,0.0,2016,11,13,2,3,1
42,25.5,89,1008.2,42.12,100,2,0.7,2022,11,13,13,3,1
1,28.2,86,989.9,74.16,100,2,0.4,2024,7,1,16,1,0
45,30.8,34,982.3,9.0,0,0,0.0,2017,1,31,14,5,3
0,27.4,84,970.5,18.72,100,1,0.0,2025,5,27,6,5,2
5,29.0,46,942.5,24.84,49,0,0.0,2020,5,15,2,0,2
27,22.2,40,986.9,11.52,0,0,0.0,2013,12,15,10,3,3
29,24.5,96,1005.4,45.72,100,3,7.1,2025,7,16,20,6,0
45,23.5,94,971.4,43.56,100,2,1.6,2022,9,11,2,3,1
37,29.0,71,985.3,69.48,99,1,0.0,2011,7,21,18,4,0
29,24.0,81,1014.0,21.96,96,1,0.0,2026,1,27,7,5,3
2,14.6,35,959.7,29.16,0,0,0.0,2010,2,20,0,2,3
25,34.2,27,946.2,28.08,16,0,0.0,2014,5,15,14,4,2
2,16.2,71,957.4,28.8,0,0,0.0,2020,12,5,7,2,3
38,25.3,93,999.6,31.68,100,2,0.8,2016,7,30,12,2,0
6,26.2,74,986.6,29.88,21,0,0.0,2001,9,15,4,2,1
31,24.3,72,928.3,46.44,93,1,0.0,1997,6,18,19,6,0
41,29.3,69,1004.1,53.28,21,0,0.0,2012,9,21,15,0,1
9,26.9,85,1001.9,44.28,95,1,0.0,2014,9,5,8,0,1
45,22.2,63,984.7,7.92,4,0,0.0,1999,12,29,21,6,3
25,22.8,89,946.3,54.36,100,1,0.0,2023,7,16,20,3,0
31,16.8,79,930.3,28.8,28,0,0.0,2010,2,7,5,3,3
44,17.1,95,949.4,30.96,0,0,0.0,2021,11,22,5,1,1
29,31.8,63,1004.9,52.56,76,1,0.0,2006,4,10,14,1,2
32,26.1,54,982.9,17.64,35,0,0.0,2014,3,8,11,2,2
11,14.9,80,896.8,18.72,0,0,0.0,2022,10,24,3,1,1
10,42.8,16,971.7,37.08,21,0,0.0,2020,6,15,15,1,0
3,28.0,67,962.3,32.4,100,1,0.0,2011,6,27,22,1,0
42,25.4,84,1010.6,26.28,0,0,0.0,2024,3,4,0,1,2
19,18.7,46,985.1,16.92,0,0,0.0,2008,11,13,8,4,1
29,24.4,97,1004.8,14.04,99,2,0.2,2023,11,24,3,0,1
0,36.0,32,977.7,12.24,80,2,2.1,2018,4,17,15,5,2
31,22.7,82,929.1,31.32,0,0,0.0,2012,3,20,1,5,2
17,19.0,98,896.3,18.0,100,1,0.0,2025,10,18,23,2,1
18,31.1,20,963.9,30.6,0,0,0.0,1997,3,10,16,1,2
43,24.1,94,1008.7,15.84,89,1,0.0,2014,11,9,4,3,1
27,43.9,12,967.1,58.32,5,0,0.0,2010,5,26,18,6,2
28,29.2,68,1012.1,11.16,3,0,0.0,2017,10,25,10,6,1
9,34.3,46,1003.8,20.88,2,0,0.0,2005,5,8,13,3,2
25,28.8,58,951.3,30.6,56,0,0.0,2005,4,12,21,5,2
35,30.5,41,961.4,33.84,79,1,0.0,1996,5,25,5,2,2
25,28.5,30,950.5,48.24,99,1,0.0,2011,12,20,13,5,3
7,19.8,97,908.8,14.76,100,1,0.0,2003,10,3,4,0,1
39,20.0,100,945.3,7.56,100,1,0.0,2024,10,7,1,1,1
13,20.6,97,925.9,52.56,100,2,1.1,2016,7,30,4,2,0
43,29.6,76,1005.5,48.96,92,1,0.0,2020,5,21,12,4,2
17,26.6,55,901.0,14.76,8,0,0.0,2013,4,1,10,1,2
4,26.5,87,1004.3,22.32,16,0,0.0,2006,9,29,1,0,1
44,24.5,84,941.5,31.68,92,1,0.0,2002,7,18,6,4,0
16,25.9,54,959.2,28.8,24,0,0.0,2013,1,4,9,0,3
8,20.9,36,1010.9,33.84,0,0,0.0,1998,2,22,23,3,3
13,28.6,55,929.0,68.4,26,0,0.0,1996,5,17,19,0,2
43,30.3,59,1003.4,46.08,99,1,0.0,2011,12,30,15,0,3
38,24.5,96,998.5,29.52,100,2,1.5,2019,9,19,1,4,1
39,18.0,65,948.1,32.4,100,1,0.0,2001,12,17,2,1,3
30,26.8,57,1007.1,32.04,0,0,0.0,1999,3,23,19,5,2
1,27.8,23,1005.9,37.08,0,0,0.0,2026,3,11,3,6,2
45,30.8,33,985.9,18.0,0,0,0.0,2008,2,28,11,4,3
22,28.9,54,984.3,35.28,34,0,0.0,2015,12,2,10,6,3
41,31.2,24,1011.8,36.72,0,0,0.0,2022,2,12,12,2,3
35,21.1,76,970.2,22.32,14,0,0.0,2008,12,14,1,3,3
41,33.8,33,1010.1,50.76,1,0,0.0,2014,3,15,15,2,2
6,38.1,9,984.3,7.2,19,0,0.0,2000,10,18,16,6,1
3,23.6,88,968.3,37.8,100,1,0.0,2008,8,19,7,5,0
39,21.7,90,943.7,81.72,98,1,0.0,2014,7,18,20,0,0
18,31.1,19,965.5,39.24,0,0,0.0,2026,3,2,12,1,2
39,26.6,56,951.3,54.0,83,1,0.0,2016,1,23,11,2,3
34,28.6,77,980.4,38.88,51,0,0.0,2022,7,26,20,5,0
23,33.1,44,993.7,32.4,43,0,0.0,2011,4,7,17,4,2
0,28.1,75,975.9,21.6,100,1,0.0,2007,9,30,16,3,1
43,26.5,86,1005.8,40.68,99,2,0.1,2018,8,28,16,5,0
20,24.4,91,997.1,36.36,100,2,1.6,2025,10,30,17,4,1
45,24.0,80,975.6,45.72,98,2,0.3,2004,8,11,6,6,0
28,25.5,87,1009.6,15.48,95,1,0.0,2003,7,30,23,6,0
42,30.4,60,1007.4,56.88,20,0,0.0,2022,2,1,13,5,3
7,22.4,81,912.7,46.44,92,1,0.0,2006,9,3,8,3,1
10,40.7,8,976.3,50.04,20,0,0.0,2000,4,17,17,1,2
44,31.7,33,949.9,12.96,10,0,0.0,2005,10,6,14,4,1
14,28.5,74,982.8,20.16,10,0,0.0,2007,9,9,22,3,1
28,23.9,92,1005.1,21.96,100,2,1.8,2009,11,10,23,5,1
17,19.2,88,897.0,21.24,100,1,0.0,2007,7,29,8,3,0
9,33.5,37,1004.6,17.28,0,0,0.0,2014,4,6,17,3,2
27,13.5,45,980.3,27.36,1,0,0.0,2000,2,20,4,3,3
21,30.0,44,959.3,50.4,35,0,0.0,2022,11,3,14,4,1
35,27.6,66,956.0,58.68,87,1,0.0,2013,6,16,19,3,0
22,29.8,34,979.5,27.72,47,0,0.0,2012,1,24,16,5,3
24,24.3,92,1009.3,24.48,100,2,1.1,2009,6,6,21,2,0
20,27.3,65,997.7,23.76,0,0,0.0,1996,5,8,0,6,2
9,19.5,70,1013.3,45.36,16,0,0.0,2013,12,26,3,4,3
30,27.1,90,1010.2,51.12,99,2,0.3,2015,7,3,22,0,0
21,23.6,67,961.5,27.72,21,0,0.0,1997,10,14,4,5,1
20,21.2,86,1003.3,24.12,0,0,0.0,2021,10,22,5,0,1
36,23.3,45,948.4,23.04,0,0,0.0,2007,3,7,8,6,2
2,13.5,87,958.1,48.6,100,1,0.0,2004,1,22,9,4,3
38,24.2,94,998.4,20.88,100,2,0.3,1999,7,9,1,0,0
42,26.7,84,1008.0,18.36,99,2,2.2,2006,10,19,16,4,1
12,29.3,35,990.1,41.4,16,0,0.0,2018,10,27,15,2,1
12,22.2,64,987.0,54.36,0,0,0.0,2008,3,7,21,0,2
4,19.9,61,1011.9,24.12,0,0,0.0,2016,1,1,2,0,3
4,27.5,40,1008.5,22.32,51,0,0.0,2006,11,30,17,4,1
8,28.2,74,1009.9,13.32,26,2,1.7,2025,10,7,11,5,1
